,asset,price,lqdt,divd,dy,dy3ac,dy6ac,dy12ac,dy3m,dy6m,dy12m,dyy,price_delta,profitability,profitability_ac,liq_patr,vpa,pvp,dyp,patr_delta,sector_none,sector_hosp,sector_hotel,sector_hbd,sector_corp,sector_log,sector_other,sector_resd,sector_shop,sector_title
61,MCHY11,108.0,15.0,1.4,1.23893805309735,3.74063008226482,7.1769527685875,0.0,1.24687669408827,1.19615879476458,0.0,6.09361943525418,1.80180180180181,3.06306306306305,8.15813644583097,375749035.93,104.672146,1.0317931190595826,1.24197319886802,2.3476657314959,0,0,0,0,0,0,0,0,0,1
62,VRTA11,96.0,18062.0,1.21,1.23721881390593,3.65870097149316,7.13357628526054,13.5091517567117,1.21956699049772,1.18892938087676,1.12576264639264,7.13357628526054,-2.14128477086252,-0.930558335001008,-0.0121428857050909,1266271603.58,96.2755,0.9971384204704209,1.29835731832086,-0.373368974870836,0,0,0,0,0,0,0,0,0,1
63,RZTR11,100.25,27366.0,1.25,1.23517786561265,3.64101999069393,7.29780317043322,13.6084591942582,1.21367333023131,1.21630052840554,1.13403826618818,7.29780317043323,-2.26943505552872,-1.06228874939642,4.62847739772683,1077574252.11,98.203971,1.0208344833632033,1.27286095182444,0.0,0,0,0,1,0,0,0,0,0,0
64,RECX11,78.5,1993.0,1.0,1.23198225945546,2.97008326377736,6.31019794850417,12.0145496449463,0.990027754592452,1.05169965808403,1.00121247041219,5.17718185967569,1.71679197994987,2.96992481203007,-9.98546980017099,18909897.31,86.618283,0.906275179802398,0.923592539926011,-1.55349997088143,0,0,0,0,0,0,1,0,0,0
65,KNHY11,99.88,28120.0,1.28,1.23076923076923,4.40285944602223,7.84557097837214,15.2493726545798,1.46761981534074,1.30759516306202,1.27078105454832,7.84557097837214,-0.753888729840635,0.467601870407486,5.20198980344213,1809753635.54,97.872965,1.0205065310936479,1.78803206789536,-0.227037523232809,0,0,0,0,0,0,0,0,0,1
66,RBRY11,101.7,6327.0,1.25,1.2196311835301,3.64328501928646,7.09205785764466,12.5778803358307,1.21442833976215,1.18200964294078,1.04815669465256,5.8151377128,-2.0546636085627,-0.860091743119273,1.56198846480196,401515245.72,102.43397,0.992834701222651,1.22029830533758,-0.882052646455977,0,0,0,0,0,0,0,0,0,1
67,ARRI11,94.79,1148.0,1.18,1.21649484536082,3.98011775842571,7.92579950448012,15.5305634173319,1.32670591947524,1.32096658408002,1.29421361811099,7.92579950448012,0.831600831600832,2.05821205821204,4.34107898682945,106085819.56,93.546146,1.013296688887643,1.37082219293139,-0.603674532315979,0,0,0,0,0,0,0,0,0,1
68,RBVA11,89.98,6998.0,1.1,1.21426205983,3.13427678218777,5.97676520711598,11.0885945361386,1.04475892739592,0.996127534519329,0.924049544678216,5.97676520711597,-2.30777526151191,-1.1215356411086,-2.58313398545094,1193288764.7,102.97448,0.8738087339698147,0.893425244779095,-0.00445721640328633,0,0,0,0,0,0,1,0,0,0
69,BNFS11,117.0,666.0,1.4135559,1.2032311031665,3.59073500494004,6.6398998914794,12.4239182824704,1.19691166831335,1.10664998191323,1.0353265235392,6.63989989147939,-2.01017599466177,-0.831131954291431,-1.11159541117211,69417286.55,99.167552,1.179821399644916,1.4291310125312,0.0134941371907171,0,0,0,0,0,0,1,0,0,0
70,MGHT11,66.56,2453.0,0.8,1.20318844939089,3.18153488953935,5.91919956573983,10.3712980239481,1.06051162984645,0.986533260956638,0.864274835329009,5.02634242288269,-15.9737141412865,-14.9627195753823,-20.6316578754777,129777732.57,98.781636,0.6738094517891969,0.809867129554323,0.182070138437518,0,0,1,0,0,0,0,0,0,0
71,RBRD11,36.75,3430.0,0.456,1.1921568627451,2.50367143512924,6.22007538322697,8.07833284248507,0.834557145043078,1.03667923053783,0.673194403540423,6.22007538322697,-16.8478260869565,-15.8565217391304,-5.38470614956205,130471665.38,70.457205,0.5215932139232602,0.425790378712865,-0.524166385988545,0,0,0,1,0,0,0,0,0,0
72,RBRR11,100.1,35598.0,1.2,1.19165839126117,3.52235208243152,6.73889098890777,12.072846340226,1.17411736081051,1.1231484981513,1.00607052835217,5.65993565967515,-2.56410256410255,-1.40299951620706,3.57801526657431,1046711585.04,96.555166,1.0367130434015306,1.24281283924259,-2.20541971760402,0,0,0,0,0,0,0,0,0,1
73,CPTS11,91.21,86487.0,1.12,1.18858113127454,3.49129745573378,6.88709197986051,12.947480985538,1.16376581857793,1.14784866331009,1.07895674879483,5.76395536560689,0.351437699680512,1.54419595314164,2.60981253339356,2612266966.14,93.386537,0.9766932464794148,1.17789997930858,-0.583433685972712,0,0,0,0,0,0,0,0,0,1
74,AFOF11,89.29,345.0,1.07947904965625,1.18767636665887,3.53350606616496,6.64562330642512,0.0,1.17783535538832,1.10760388440419,0.0,5.66887912037859,2.13507135633217,3.3481054609015,6.84493531834736,69242339.5,100.178155,0.8913120829586051,1.07755932384286,-2.0913297910618,0,0,0,0,0,0,0,0,0,1
75,RNDP11,304.99,9.0,3.58,1.1868452459886,3.30523121090088,5.68813202637233,9.37275697548899,1.10174373696696,0.948022004395389,0.781063081290749,5.68813202637233,-19.5626666666667,-18.608,-46.7888017507158,50536041.45,470.185814,0.6486584471899869,0.795430208364389,-0.895993642246129,0,0,0,0,0,0,0,0,0,1
76,JGPX11,98.64,3925.0,1.15,1.16514690982776,3.68536006091988,0.0,0.0,1.22845335363996,0.0,0.0,7.09953737203923,-0.0506329113924009,1.11392405063291,9.31743683178137,85843239.06,96.137229,1.026033317436266,1.30022470275277,0.161729285943801,0,0,0,1,0,0,0,0,0,0
77,MGLG11,42.46,1522.0,0.5,1.16252034410602,3.60462627925782,7.08323602094861,0.0,1.20154209308594,1.18053933682477,0.0,7.0832360209486,-8.89642024994705,-7.83732260114383,-14.9662463360821,57395561.83,48.190461,0.8810872342557586,1.24505968100201,0.0626969128451282,0,0,0,0,0,1,0,0,0,0
78,KNCA11,105.34,44317.0,1.25,1.16160208159093,3.52538178982344,0.0,0.0,1.17512726327448,0.0,0.0,5.71132283290733,-0.820276497695849,0.331797235023035,3.30845429161133,514806511.39,100.944056,1.0435483194770774,1.42653273215017,0.554984631265332,0,0,0,0,0,0,0,0,0,1
79,SADI11,90.62,4090.0,1.06,1.16138928454037,3.2979228169648,6.17750455465419,9.89398731037359,1.09930760565493,1.02958409244236,0.824498942531132,6.17750455465418,-0.793478260869573,0.358695652173902,7.95890613348553,320555798.8,100.797149,0.8990333645250225,1.05161704524004,-0.171190452609682,0,0,0,0,0,0,0,0,0,1
