# PORTIFOLIO ALLOCATION PROBLEM - DATA
param n_assets := 250;
param asset_data: price	lqdt	divd	dy	dy3ac	dy6ac	dy12ac	dy3m	dy6m	dy12m	dyy	price_delta	profitability	profitability_ac	liq_patr	vpa	pvp	dyp	patr_delta	sector_none	sector_hosp	sector_hotel	sector_hbd	sector_corp	sector_log	sector_other	sector_resd	sector_shop	sector_title :=
167 61.2	751.0	0.49	0.777777777777778	2.36811815318395	7.97597022457664	12.3571909261292	0.789372717727984	1.32932837076277	1.02976591051077	3.84898609759252	-0.615238996687173	0.157753588894161	-10.2024148004048	110193615.85	77.875347	0.7858712976264491	0.629210679472157	-12.8079242313363	0	0	0	0	1	0	0	0	0	0 #CBOP11
168 75.99	666.0	0.6	0.774193548387097	2.29426037523195	4.44195021915396	8.3004234001851	0.76475345841065	0.74032503652566	0.691701950015425	3.77141947702418	-2.19586067642604	-1.4386673397274	-2.10794425134878	279002316.82	102.091698	0.7443308465689346	0.587706945573577	0.0116751819018379	0	0	0	0	0	1	0	0	0	0 #LGCP11
169 63.64	842.0	0.56	0.772413793103448	3.22012820821081	7.06503244372146	11.7163916890483	1.0733760694036	1.17750540728691	0.976365974087358	5.62793916823339	-13.1736526946108	-12.5029940119761	2.25239850027437	23120336.18	75.217438	0.8460803996009543	0.74450820832265	-2.50467185346863	0	0	0	1	0	0	0	0	0	0 #MFAI11
170 77.97	23534.0	0.62	0.770090671966215	2.25855894312426	4.39681940120871	8.10234317314211	0.752852981041419	0.732803233534784	0.675195264428509	3.75956449924793	-0.297213622291015	0.470588235294112	9.68855438335461	1470237699.26	93.167338	0.8368812684118977	0.665469265634701	-0.628976714369245	0	0	0	0	0	0	0	0	1	0 #HSML11
171 199.0	19.0	1.63	0.769158172895432	2.21216827828986	4.225329850825	7.57725141236886	0.737389426096619	0.704221641804167	0.631437617697405	3.5351823020387	-1.8888888888889	-1.13425925925927	-0.255200166798897	307513373.89	410.017832	0.4853447447134446	0.397543685368299	0.00280142005411044	0	0	0	0	1	0	0	0	0	0 #FPAB11
172 424.81	1494.0	3.3	0.761509172724126	2.24265253855378	4.41811149064665	8.73601353038455	0.747550846184595	0.736351915107774	0.728001127532046	2.93545818491981	-1.19473768211769	-0.44232654643287	-3.39443100672339	312880513.96	456.759874	0.9300510490989408	-9999999999.0	-9999999999.0	0	0	0	1	0	0	0	0	0	0 #FIIB11
173 98.5	5.0	0.75	0.759109311740891	2.35814543102471	4.95435712075228	8.82654336778082	0.786048477008236	0.825726186792047	0.735545280648402	3.16451033802395	3.48800670367655	4.27359379909917	9.62673438998665	137475328.4	98.353326	1.0014912967966128	-9999999999.0	-9999999999.0	0	0	0	1	0	0	0	0	0	0 #EVBI11
174 139.5	1171.0	1.537021016	0.758835357195754	2.25614415959487	4.93635364288423	9.48574207363009	0.75204805319829	0.822725607147372	0.790478506135841	0.758835357195754	0.0	0.758835357195764	0.758835357195764	238028433.66	207.921413	0.6709265678181977	-9999999999.0	-9999999999.0	0	1	0	0	0	0	0	0	0	0 #NSLU11
175 37.6	17.0	0.3173469747	0.755948010242973	2.56689797572724	4.6692565775555	6.8523874970883	0.855632658575748	0.778209429592583	0.571032291424025	0.755948010242973	0.0	0.755948010242968	0.755948010242968	79910289.95	80.508873	0.46702926769326414	-9999999999.0	-9999999999.0	0	0	0	1	0	0	0	0	0	0 #WTSP11B
176 86.68	6889.0	0.65	0.754497968659315	2.17494408728241	4.17824639001088	7.99918006926259	0.724981362427471	0.696374398335146	0.666598339105216	3.57533578710028	-3.10426273759981	-2.37318636823752	-0.640501747485567	1401752936.38	110.722395	0.7828587884140331	0.587053775345087	-0.0846248317923792	0	0	0	0	0	1	0	0	0	0 #HSLG11
177 87.8	867.0	0.65	0.751445086705202	2.17682377801443	4.24465809098688	7.8241959305642	0.725607926004811	0.707443015164481	0.652016327547017	3.58198847912194	-5.93736407133536	-5.23053501522401	-3.75442828172803	472461986.94	111.167526	0.7897989921984951	0.584703126342849	-0.727902045540096	0	0	0	0	0	1	0	0	0	0 #HLOG11
178 71.79	520.0	0.54	0.750729876268594	2.30153442561579	4.57270874867907	0.0	0.76717814187193	0.762118124779845	0.0	3.82041768042575	1.73974540311175	2.50353606789251	3.34762661904129	70959417.68	78.800545	0.9110343082018025	0.685274448292204	-1.43619849151396	0	0	0	0	0	0	0	0	0	1 #ITIT11
179 78.28	15126.0	0.58	0.749063670411985	2.27270924116425	4.5448142635466	9.24281209488338	0.75756974705475	0.757469043924434	0.770234341240282	3.78420577675718	0.741608118657311	1.49622690606299	6.45412156893381	489268515.89	98.01965	0.798615379671321	0.591718089179057	-0.0155964801937025	0	0	0	1	0	0	0	0	0	0 #PATL11
180 8.83	65078.0	0.07	0.747863247863248	2.6959564009821	5.21628309088015	11.1324872912699	0.898652133660699	0.869380515146692	0.927707274272493	4.38983680988842	0.970873786407767	1.72599784250269	1.32694886465297	500070556.28	14.266797	0.6189195794963649	0.490649723270051	7.22538145895184	0	0	0	0	0	0	1	0	0	0 #TORD11
181 222.96	279.0	1.7	0.747088551966601	2.36976971431555	4.92500597798883	9.34230608906035	0.789923238105183	0.820834329664805	0.778525507421696	4.09808290106575	0.242290748898677	0.991189427312755	17.924973006169	120082868.33	312.767931	0.7128608079707508	0.543533985266539	0.0506961641754566	0	0	0	0	0	1	0	0	0	0 #EURO11
182 85.18	3336.0	0.65	0.738216922203294	2.20716027677496	4.46651761425427	9.05358819588461	0.73572009225832	0.744419602375712	0.754465682990384	3.56053470827137	0.870661015007435	1.61530530415852	-0.610093499339193	717331281.51	107.27195	0.7940566010033379	0.605936593862608	0.682356234788228	0	0	0	0	0	1	0	0	0	0 #RBRL11
